identifiant;id_dicom;nom;type;payant;adresse;arrondissement;statut_ouverture;horaires_periode;horaires_lundi;horaires_mardi;horaires_mercredi;horaires_jeudi;horaires_vendredi;horaires_samedi;horaires_dimanche;geo_shape;geo_point_2d;proposition_usager
PI27;2943;Piscine Hébert;Piscine;Oui;2, rue des Fillettes;75018;;du 09/09/24 au 20/10/24;11h30 - 13h30 / 16h30 - 18h00;07h00 - 08h30 / 11h30 - 13h30 / 16h30 - 18h00;07h00 - 08h30 / 11h30 - 17h00;07h00 - 08h30 / 11h30 - 13h30 / 16h30 - 18h00;07h30 - 08h30 / 11h30 - 13h30 / 16h30 - 21h00;07h00 - 17h30;08h00 - 18h00;"{""coordinates"": [2.3632123724385203, 48.89396858265769], ""type"": ""Point""}";48.89396858265769, 2.3632123724385203;Non
OMP02;;KIOSQUE A MUSIQUE SQUARE DU TEMPLE - ELIE WIESEL;Ombrière pérenne;Non;50 RUE DE BRETAGNE;75003;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3608081697815506, 48.864459237506885], ""type"": ""Point""}";48.864459237506885, 2.3608081697815506;Non
OMP04;;ABRI SQUARE CHARLES-VICTOR LANGLOIS;Ombrière pérenne;Non;6 RUE DES BLANCS MANTEAUX;75004;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3579528562845544, 48.85875753194852], ""type"": ""Point""}";48.85875753194852, 2.3579528562845544;Non
MU34;;Musée Nissim de Camondo;Musée;;63, rue de Monceau;75008;Ouvert;;Fermé;Fermé;10h - 17h30;10h - 17h30;10h - 17h30;10h - 17h30;10h - 17h30;"{""coordinates"": [2.312568728914648, 48.87899797431515], ""type"": ""Point""}";48.87899797431515, 2.312568728914648;Non
MU50;;Musée du 11 Conti - Monnaie de Paris;Musée;Oui;11, quai de Conti;75006;;;;;;;;;;"{""coordinates"": [2.3391446692033835, 48.85670281677243], ""type"": ""Point""}";48.85670281677243, 2.3391446692033835;Non
OMP35;;ABRI PARC KELLERMANN;Ombrière pérenne;Non;19 RUE DE LA POTERNE DES PEUPLIERS;75013;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3552888454367893, 48.818333440004714], ""type"": ""Point""}";48.818333440004714, 2.3552888454367893;Non
BR60;;Brumisateur Square du Docteur Variot;Brumisateur;Non;160 AVENUE GAMBETTA;75020;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.4066283276115246, 48.87622503578817], ""type"": ""Point""}";48.87622503578817, 2.4066283276115246;Non
;2540;Ombrière du Square Ferdinand Bruno;Ombrière temporaire;Non;12 Rue Pierre Castagnou;75014;;;;;;;;;;"{""coordinates"": [2.3265825311621167, 48.832563634058566], ""type"": ""Point""}";48.832563634058566, 2.3265825311621167;Non
;;Ombrière du Jardin Jane Vialle;Ombrière temporaire;Non;122 Rue des Poissonniers;75018;;;;;;;;;;"{""coordinates"": [2.353572331685803, 48.894922360505994], ""type"": ""Point""}";48.894922360505994, 2.353572331685803;Non
LC5;19491;Chapelle Jésus-Enfant;Lieux de culte;Non;27b RUE LAS CASES;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.318323931034425, 48.85896857789673], ""type"": ""Point""}";48.85896857789673, 2.318323931034425;Non
LC20;3747;Eglise Saint-Philippe du Roule;Lieux de culte;Non;154  RUE FAUBOURG SAINT HONORE;75008;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.310514675498454, 48.87346021329146], ""type"": ""Point""}";48.87346021329146, 2.310514675498454;Non
BR36;<Nul>;Brumisateur Square Pali Kao;Brumisateur;Non;38 rue de Pali Kao;75020;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3827435463164526, 48.87077930166618], ""type"": ""Point""}";48.87077930166618, 2.3827435463164526;Non
OMP22;;KIOSQUE A MUSIQUE SQUARE JEAN MORIN;Ombrière pérenne;Non;238BIS RUE DE CHARENTON;75012;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3889503475305043, 48.838651964020166], ""type"": ""Point""}";48.838651964020166, 2.3889503475305043;Non
LC103;;Eglise Protestante Americaine de Paris;Lieux de culte;Non;63  QU ORSAY;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3067922490711616, 48.86211357031746], ""type"": ""Point""}";48.86211357031746, 2.3067922490711616;Non
LC136;;Basilique Sainte-Jeanne d'arc;Lieux de culte;Non;18  RUE CHAPELLE;75018;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3605939014537447, 48.89157212670817], ""type"": ""Point""}";48.89157212670817, 2.3605939014537447;Non
TB15;;Terrain de boules Jardin Curial;Terrain de boules;Non;94 RUE CURIAL;75019;;Horaires d'ouverture du jardin;;;;;;;;"{""coordinates"": [2.3762985848086866, 48.895802912973956], ""type"": ""Point""}";48.895802912973956, 2.3762985848086866;Non
OMP63;;ABRI JARDIN DU RANELAGH;Ombrière pérenne;Non;22 CHAUSSEE DE LA MUETTE;75016;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.2690504238015263, 48.86011313033516], ""type"": ""Point""}";48.86011313033516, 2.2690504238015263;Non
OMP101;;ABRI SQUARE SEVERINE;Ombrière pérenne;Non;1 RUE LE VAU;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.4102235944934294, 48.86561258069499], ""type"": ""Point""}";48.86561258069499, 2.4102235944934294;Non
BR63;;Brumisateur  Place des Fêtes;Brumisateur;Non;PLACE DES FETES;75019;;;;;;;;;;"{""coordinates"": [2.394091008956804, 48.87683832937453], ""type"": ""Point""}";48.87683832937453, 2.394091008956804;Non
OM10;;Ombrière Esplanade Nathalie Sarraute;Ombrière temporaire;Non;16 esplanade Nathalie Sarraute;75018;;Accès libre;;;;;;;;"{""coordinates"": [2.362451315009406, 48.88839066926023], ""type"": ""Point""}";48.88839066926023, 2.362451315009406;Non
LC62;19485;Eglise Saint-Nicolas du Chardonnet;Lieux de culte;Non;23  RUE BERNARDINS;75005;;à partir du 19/12/23;15h30 - 19h30;09h00 - 12h00 / 15h30 - 19h30;09h00 - 12h00 / 15h30 - 19h30;09h00 - 12h00 / 15h30 - 19h30;11h00 - 19h30;09h00 - 12h00 / 15h30 - 19h30;09h00 - 18h00;"{""coordinates"": [2.350375867231858, 48.849135888586176], ""type"": ""Point""}";48.849135888586176, 2.350375867231858;Non
MU23;1526;Petit Palais - Musée des beaux-arts de la Ville de Paris;Musée;Non;Avenue Winston Churchill;75008;;du 08/07/24 au 29/09/24;-;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;"{""coordinates"": [2.314572548932857, 48.866033259629745], ""type"": ""Point""}";48.866033259629745, 2.314572548932857;Non
PI12;2946;Piscine Mathis;Piscine;Oui;15, rue Mathis;75019;;du 09/09/24 au 15/09/24;07h00 - 16h00;07h00 - 13h30;14h00 - 18h00;07h00 - 16h00;07h00 - 13h30;07h00 - 18h00;08h00 - 14h30;"{""coordinates"": [2.3750623384998644, 48.8907391961782], ""type"": ""Point""}";48.8907391961782, 2.3750623384998644;Non
PI32;2921;Piscine Paul Valeyre;Piscine;Oui;24, rue Marguerite de Rochechouart;75009;;du 09/09/24 au 15/09/24;07h00 - 16h00;07h00 - 08h15 / 11h30 - 13h15 / 17h00 - 22h00;11h30 - 17h30;07h00 - 08h15 / 11h30 - 13h15;07h00 - 08h15 / 11h30 - 13h15;07h00 - 18h00;08h00 - 18h00;"{""coordinates"": [2.345021513689842, 48.87796726577678], ""type"": ""Point""}";48.87796726577678, 2.345021513689842;Non
BD10;18313;Bain-douche Meaux;Bains-douches;Non;18, rue de Meaux;75019;;du 01/01/20 au 01/01/32;07h30 - 13h00;07h30 - 13h00;-;07h30 - 13h00;07h30 - 13h00;07h30 - 13h00;08h00 - 12h30;"{""coordinates"": [2.371535847295742, 48.879087642226494], ""type"": ""Point""}";48.879087642226494, 2.371535847295742;Non
BI7;2883;Médiathèque musicale de Paris (MMP);Bibliothèque;Non;8 PORTE SAINT EUSTACHE;75001;;à partir du 01/09/24;-;12h00 - 19h00;12h00 - 19h00;12h00 - 19h00;12h00 - 19h00;12h00 - 19h00;-;"{""coordinates"": [2.346265103167872, 48.86259793794114], ""type"": ""Point""}";48.86259793794114, 2.346265103167872;Non
MU33;;Musée National Gustave Moreau;Musée;;14, rue de La Rochefoucauld;75009;Ouvert;;10h - 18h;Fermé;10h - 18h;10h - 18h;10h - 18h;10h - 18h;10h - 18h;"{""coordinates"": [2.3345856501635467, 48.87789875182508], ""type"": ""Point""}";48.87789875182508, 2.3345856501635467;Non
LC38;3744;Eglise Sainte-Odile;Lieux de culte;Non;2  AV STEPHANE MALLARME;75017;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.2928082560081404, 48.887119918689514], ""type"": ""Point""}";48.887119918689514, 2.2928082560081404;Non
OMP33;;PERGOLA JARDIN DEBERGUE-RENDEZ-VOUS;Ombrière pérenne;Non;30 RUE DU RENDEZ-VOUS;75012;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.404289249933585, 48.84628863970776], ""type"": ""Point""}";48.84628863970776, 2.404289249933585;Non
MU58;;Galerie de Botanique;Musée;Oui;18 rue Buffon;75005;;;;;;;;;;"{""coordinates"": [2.3601615334533848, 48.8424422628207], ""type"": ""Point""}";48.8424422628207, 2.3601615334533848;Non
MU67;;Musée du Luxembourg;Musée;Oui;19 rue de Vaugirard;75006;Ouvert;;10h30 - 22h;10h30 - 19h;10h30 - 19h;10h30 - 19h;10h30 - 19h;10h30 - 19h;10h30 - 19h;"{""coordinates"": [2.3343982642609435, 48.8483279195105], ""type"": ""Point""}";48.8483279195105, 2.3343982642609435;Non
MA11;(3861);MAIRIE DU 11E;Mairie d'arrondissement;Non;12 place LEON BLUM;75011;;;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;"{""coordinates"": [2.3794218552086637, 48.858513652492576], ""type"": ""Point""}";48.858513652492576, 2.3794218552086637;Non
LC2;19495;Eglise Saint-Thomas d'aquin;Lieux de culte;Non;4  PL SAINT-THOMAS D'AQUIN;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.327644921306115, 48.8564085722925], ""type"": ""Point""}";48.8564085722925, 2.327644921306115;Non
LC4;19477;Eglise Notre-Dame des Blancs Manteaux;Lieux de culte;Non;12  RUE BLANCS MANTEAUX;75004;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.357773214507519, 48.858955688311084], ""type"": ""Point""}";48.858955688311084, 2.357773214507519;Non
MU10;;Musée du Louvre;Musée;Oui;Rue de Rivoli;75001;;;09:00 - 18:00;Fermé;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;"{""coordinates"": [2.3365847574056557, 48.86082536284186], ""type"": ""Point""}";48.86082536284186, 2.3365847574056557;Non
OMP41;;PERGOLA JARDIN GEORGES DUHAMEL;Ombrière pérenne;Non;5 RUE CHODERLOS DE LACLOS;75013;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.378120275367271, 48.832038240029156], ""type"": ""Point""}";48.832038240029156, 2.378120275367271;Non
LC70;;Eglise Saint-Jean Bosco;Lieux de culte;Non;77  RUE ALEXANDRE DUMAS;75020;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.397965390908215, 48.85518758078457], ""type"": ""Point""}";48.85518758078457, 2.397965390908215;Non
BR22;<Nul>;Brumisateur Square Séverine;Brumisateur;Non;1 avenue de la porte de Bagnolet;75020;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.4095480724441107, 48.86526286869487], ""type"": ""Point""}";48.86526286869487, 2.4095480724441107;Non
OMP57;;PERGOLA SQUARE CLOS FEUQUIERES - DESNOUETTES;Ombrière pérenne;Non;30 RUE DESNOUETTES;75015;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.2907783554968524, 48.83674029629818], ""type"": ""Point""}";48.83674029629818, 2.2907783554968524;Non
BR57;;Brumisateur Square Debussy;Brumisateur;Non;51 AVENUE DU MARECHAL FAYOLLE;75016;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.270838802351011, 48.86713440697018], ""type"": ""Point""}";48.86713440697018, 2.270838802351011;Non
OMP73;;PERGOLA PROMENADE PEREIRE - PROMENADE ROSEMONDE PUJOL;Ombrière pérenne;Non;87B AVENUE DES TERNES;75017;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.2943862024023227, 48.883429431427054], ""type"": ""Point""}";48.883429431427054, 2.2943862024023227;Non
OMP96;;KIOSQUE A MUSIQUE SQUARE SERGE REGGIANI;Ombrière pérenne;Non;1 PLACE DE BITCHE;75019;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.379132108399538, 48.888955867297234], ""type"": ""Point""}";48.888955867297234, 2.379132108399538;Non
OMP94;;ABRI PARC DES BUTTES CHAUMONT;Ombrière pérenne;Non;7 RUE BOTZARIS;75019;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3837199376395244, 48.882042380884435], ""type"": ""Point""}";48.882042380884435, 2.3837199376395244;Non
OMP01;;KIOSQUE A MUSIQUE JARDIN NELSON MANDELA;Ombrière pérenne;Non;32 RUE BERGER;75001;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3441479289318377, 48.86282030930521], ""type"": ""Point""}";48.86282030930521, 2.3441479289318377;Non
OM08;;Ombrière Mairie 14e;Ombrière temporaire;Non;2 place Ferdinand Brunot;75014;;Accès libre;;;;;;;;"{""coordinates"": [2.3264894734591754, 48.832992978805564], ""type"": ""Point""}";48.832992978805564, 2.3264894734591754;Non
OMP58;;PERGOLA SQUARE CLOS FEUQUIERES - DESNOUETTES;Ombrière pérenne;Non;30 RUE DESNOUETTES;75015;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.2915523248742167, 48.8364861017145], ""type"": ""Point""}";48.8364861017145, 2.2915523248742167;Non
BI4;1745;Bibliothèque Jacqueline de Romilly;Bibliothèque;Non;16 avenue de la Porte Montmartre;75018;;à partir du 28/03/24;-;14h00 - 19h00;10h00 - 19h00;14h00 - 19h00;14h00 - 19h00;10h00 - 18h00;-;"{""coordinates"": [2.336469433199597, 48.89945383637354], ""type"": ""Point""}";48.89945383637354, 2.336469433199597;Non
PI26;2949;Piscine Georges-Vallerey;Piscine;Oui;148, avenue Gambetta;75020;;du 09/09/24 au 20/10/24;11h45 - 13h30;11h45 - 13h30 / 17h15 - 22h00;07h00 - 08h30 / 12h30 - 19h00;11h45 - 13h30 / 17h15 - 22h00;07h00 - 18h00;11h00 - 19h00;11h00 - 19h00;"{""coordinates"": [2.4067297629534825, 48.87548869356293], ""type"": ""Point""}";48.87548869356293, 2.4067297629534825;Non
BD13;18314;Bain-douche Petitot;Bains-douches;Non;1, rue Petitot;75019;;du 01/01/20 au 01/01/32;-;12h00 - 18h00;12h00 - 18h00;12h00 - 18h00;12h00 - 18h00;12h00 - 18h00;-;"{""coordinates"": [2.392512398545936, 48.87649693425629], ""type"": ""Point""}";48.87649693425629, 2.392512398545936;Non
LC29;19447;Eglise Saint-Georges;Lieux de culte;Non;2  RUE EDOUARD PAILLERON;75019;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3748555564853198, 48.879383789840304], ""type"": ""Point""}";48.879383789840304, 2.3748555564853198;Non
LC40;19435;Eglise Notre-Dame de Clignancourt;Lieux de culte;Non;2  PL JULES JOFFRIN;75018;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.34504134718121, 48.89313541160148], ""type"": ""Point""}";48.89313541160148, 2.34504134718121;Non
LC41;;Chapelle Notre-Dame de Bon Conseil;Lieux de culte;Non;140  RUE CLIGNANCOURT;75018;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.350306044217291, 48.894985863593554], ""type"": ""Point""}";48.894985863593554, 2.350306044217291;Non
OMP29;;PERGOLA JARDIN DE REUILLY - PAUL PERNIN;Ombrière pérenne;Non;1 RUE ALBINONI;75012;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3875421263730465, 48.84220367486631], ""type"": ""Point""}";48.84220367486631, 2.3875421263730465;Non
BR89;;Brumisateur Place de la Bastille;Brumisateur;Non;place de la Bastille;75004;;A partir du 12 juillet 2023;;;;;;;;"{""coordinates"": [2.368808194396859, 48.85326312838673], ""type"": ""Point""}";48.85326312838673, 2.368808194396859;Non
LC74;19496;Eglise Reformée de Pentemont;Lieux de culte;Non;106 Rue de Grenelle;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3218868168499447, 48.8564498108112], ""type"": ""Point""}";48.8564498108112, 2.3218868168499447;Non
MU52;;Palais de la Porte Dorée;Musée;Oui;293 Avenue Daumesnil;75012;;;;;;;;;;"{""coordinates"": [2.4093272034229445, 48.83521771450892], ""type"": ""Point""}";48.83521771450892, 2.4093272034229445;Non
LC86;;Eglise Armenienne Saint-Jean Baptiste de la Salle;Lieux de culte;Non;9  RUE DOCTEUR ROUX;75015;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3124252136392824, 48.84122294931647], ""type"": ""Point""}";48.84122294931647, 2.3124252136392824;Non
;;Ombrière du canal Saint-Martin;Ombrière temporaire;Non;134 quai de Jemmapes;75010;;En tout temps / Espace public;;;;;;;;"{""coordinates"": [2.364857759576479, 48.876240903140115], ""type"": ""Point""}";48.876240903140115, 2.364857759576479;Non
LC48;19507;Eglise Notre-Dame de la Gare;Lieux de culte;Non;23  PL JEANNE D'ARC;75013;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3685568235126637, 48.82964681817273], ""type"": ""Point""}";48.82964681817273, 2.3685568235126637;Non
LC6;19494;Eglise Saint-Pierre du Gros Caillou;Lieux de culte;Non;92 Rue Saint-Dominique;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3051977277271685, 48.859670019835], ""type"": ""Point""}";48.859670019835, 2.3051977277271685;Non
TB13;;Terrain de boules Quai de la Loire;Terrain de boules;Non;Quai de la Loire;75019;;;;;;;;;;"{""coordinates"": [2.376358484072082, 48.88628959438532], ""type"": ""Point""}";48.88628959438532, 2.376358484072082;Non
TB14;;Terrain de boules Quai de la Seine;Terrain de boules;Non;Quai de la Seine;75019;;;;;;;;;;"{""coordinates"": [2.3755381421775024, 48.88699915852989], ""type"": ""Point""}";48.88699915852989, 2.3755381421775024;Non
BR9;<Nul>;Brumisateur Parc de Choisy;Brumisateur;Non;128 avenue de Choisy;75013;Eteint;Installation prévue mi-juillet - Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3599540733622932, 48.82759432096307], ""type"": ""Point""}";48.82759432096307, 2.3599540733622932;Non
BR20;<Nul>;Brumisateur Jardin Serge Gainsbourg;Brumisateur;Non;9 avenue de la Porte des Lilas;75019;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.4077153721883806, 48.87771648126984], ""type"": ""Point""}";48.87771648126984, 2.4077153721883806;Non
OMP55;;ABRI SQUARE SAINT-LAMBERT;Ombrière pérenne;Non;2 RUE JEAN FORMIGE;75015;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.2970099382472746, 48.84217270506925], ""type"": ""Point""}";48.84217270506925, 2.2970099382472746;Non
BR66;<Nul>;Brumisateur Parc de Passy n°2;Brumisateur;Non;32 avenue du Président Kennedy;75016;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.283264311692115, 48.856159268138896], ""type"": ""Point""}";48.856159268138896, 2.283264311692115;Non
OMP85;;PERGOLA SQUARE LEON SERPOLLET;Ombrière pérenne;Non;156P RUE MARCADET;75018;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.338557203440618, 48.89219352560793], ""type"": ""Point""}";48.89219352560793, 2.338557203440618;Non
BR15;<Nul>;Brumisateur Square Rachmaninov;Brumisateur;Non;20 rue Tristan-Tzara;75018;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3642466796292707, 48.89531205985822], ""type"": ""Point""}";48.89531205985822, 2.3642466796292707;Non
OMP103;;ABRI SQUARE SARAH BERNHARDT;Ombrière pérenne;Non;2 RUE DE BUZENVAL;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.4038019152092995, 48.84940343202562], ""type"": ""Point""}";48.84940343202562, 2.4038019152092995;Non
OMP106;;ABRI SQUARE EMMANUEL FLEURY;Ombrière pérenne;Non;40 RUE LE VAU;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.411777905739133, 48.8703265699901], ""type"": ""Point""}";48.8703265699901, 2.411777905739133;Non
OMP107;;ABRI JARDIN DE L'HOSPICE DEBROUSSE;Ombrière pérenne;Non;148 RUE DE BAGNOLET;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.4069015286008857, 48.862221305887836], ""type"": ""Point""}";48.862221305887836, 2.4069015286008857;Non
BR74;;Brumisateur Parc Montsouris;Brumisateur;Non;Parc Montsouris;75014;;Instatllation prévue mi juillet 2023 - Horaires d'ouverture du parc;;;;;;;;"{""coordinates"": [2.338580895955638, 48.82291953297151], ""type"": ""Point""}";48.82291953297151, 2.338580895955638;Non
OMP68;;ABRI JARDIN DES POETES;Ombrière pérenne;Non;1 AVENUE DE LA PORTE D'AUTEUIL;75016;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.25543063641244, 48.847453128872644], ""type"": ""Point""}";48.847453128872644, 2.25543063641244;Non
BD4;18309;Bain-douche Butte-aux-Cailles;Bains-douches;Non;5, place Paul-Verlaine;75013;;du 18/10/23 au 31/12/24;-;07h30 - 13h00;-;07h30 - 13h00;07h30 - 13h00;07h30 - 13h00;08h00 - 12h30;"{""coordinates"": [2.3524819608695045, 48.827429512516], ""type"": ""Point""}";48.827429512516, 2.3524819608695045;Non
BI17;1742;Bibliothèque Robert Sabatier;Bibliothèque;Non;29 RUE HERMEL;75018;;à partir du 11/09/24;-;11h00 - 12h00;-;-;-;-;-;"{""coordinates"": [2.344396594162229, 48.89154367224208], ""type"": ""Point""}";48.89154367224208, 2.344396594162229;Non
PI25;2920;Piscine Georges Drigny;Piscine;Oui;18, rue Bochart de Saron;75009;;du 09/09/24 au 15/09/24;11h30 - 13h30;07h00 - 08h15 / 11h30 - 13h15;07h00 - 08h15 / 11h30 - 22h00;07h00 - 08h15 / 11h30 - 13h15;07h00 - 13h15;07h00 - 18h00;08h00 - 18h00;"{""coordinates"": [2.34222197850441, 48.88203481817581], ""type"": ""Point""}";48.88203481817581, 2.34222197850441;Non
OMP16;;KIOSQUE A MUSIQUE SQUARE MAURICE GARDETTE;Ombrière pérenne;Non;8 RUE DU GENERAL BLAISE;75011;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.379080477659907, 48.86167106248981], ""type"": ""Point""}";48.86167106248981, 2.379080477659907;Non
PI38;2936;Piscine Keller;Piscine;Oui;14 Rue de l'Ingénieur Robert Keller;75015;;du 09/09/24 au 31/12/24;12h00 - 20h00;07h00 - 08h30 / 12h00 - 20h30;07h00 - 11h30 / 12h00 - 14h00;07h00 - 08h30 / 12h00 - 22h00;12h00 - 20h30;09h00 - 19h00;08h30 - 19h00;"{""coordinates"": [2.2821249010224567, 48.847387213813356], ""type"": ""Point""}";48.847387213813356, 2.2821249010224567;Non
BD9;18325;Bain-douche Les Amiraux;Bains-douches;Non;6, rue Hermann-Lachapelle;75018;;du 01/01/20 au 01/01/32;-;12h00 - 18h00;12h00 - 18h00;12h18 - 18h00;12h00 - 18h00;12h00 - 18h00;-;"{""coordinates"": [2.3506844570693857, 48.89443667313815], ""type"": ""Point""}";48.89443667313815, 2.3506844570693857;Non
LC26;19446;Eglise de la Sainte-Trinite;Lieux de culte;Non;2  RUE MORLOT;75009;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3313883145007828, 48.87732057417948], ""type"": ""Point""}";48.87732057417948, 2.3313883145007828;Non
OMP31;;ABRI JARDIN YITZHAK RABIN;Ombrière pérenne;Non;16 RUE JOSEPH KESSEL;75012;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.382371600664657, 48.83520078408159], ""type"": ""Point""}";48.83520078408159, 2.382371600664657;Non
LC127;;Eglise Saint-Joseph Artisan;Lieux de culte;Non;214 Rue la Fayette;75010;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.367634046343945, 48.881410090874994], ""type"": ""Point""}";48.881410090874994, 2.367634046343945;Non
DI04;17644;Paris Rendez Vous;Découverte et Initiation;Non;29 RUE DE RIVOLI;75004;;;;;;;;;;"{""coordinates"": [2.3528262247597453, 48.85697887089019], ""type"": ""Point""}";48.85697887089019, 2.3528262247597453;Non
LC80;19466;Eglise Sainte-Anne de la Butte Aux Cailles;Lieux de culte;Non;11  RUE MARTIN BERNARD;75013;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.350013845213841, 48.82612733850076], ""type"": ""Point""}";48.82612733850076, 2.350013845213841;Non
LC83;;Eglise Notre-Dame de la Salette;Lieux de culte;Non;38  RUE CRONSTADT;75015;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3001286533889806, 48.83370737970744], ""type"": ""Point""}";48.83370737970744, 2.3001286533889806;Non
LC84;19464;Eglise du Saint-Esprit;Lieux de culte;Non;1  RUE CANNEBIERE;75012;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3976153740892125, 48.83817503755921], ""type"": ""Point""}";48.83817503755921, 2.3976153740892125;Non
MU55;;Musée de la Poste;Musée;Non;21 avenue du Maine;75015;Ouvert;;11:00 - 18:00;Fermé;11:00 - 18:00;11:00 - 18:00;11:00 - 18:00;11:00 - 18:00;11:00 - 18:00;"{""coordinates"": [2.3172131166069936, 48.841468294354904], ""type"": ""Point""}";48.841468294354904, 2.3172131166069936;Non
LC99;16869;Eglise Saint-Germain des Prés;Lieux de culte;Non;3  PL SAINT-GERMAIN DES PRES;75006;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3343789966749617, 48.85395806943304], ""type"": ""Point""}";48.85395806943304, 2.3343789966749617;Non
MU74;;Maison du Japon;Musée;Oui;101Bis Quai Branly;75015;;;;;;;;;;"{""coordinates"": [2.289772488194873, 48.85472933886124], ""type"": ""Point""}";48.85472933886124, 2.289772488194873;Non
